,LOCALITA,DATA,TMEDIA 째C,TMIN 째C,TMAX 째C,PUNTORUGIADA 째C,UMIDITA %,VISIBILITA km,VENTOMEDIA km/h,VENTOMAX km/h,RAFFICA km/h,PRESSIONESLM mb,PRESSIONEMEDIA mb,PIOGGIA mm,FENOMENI
4024,Pavia,09/1/1984,"-1,3","-5,2","6,2","-2,4",92.0,"1,1","0,7","5,4",0,1014.0,0.0,0,Nebbia 
4025,Pavia,10/1/1984,"-1,1","-6,1","6,2","-4,3",79.0,"2,7",0,0,0,1023.0,0.0,0,Nebbia 
4026,Pavia,11/1/1984,"-2,6","-6,2","5,2","-5,3",82.0,"8,2","0,9","5,4",0,1026.0,0.0,0,
4027,Pavia,12/1/1984,"-2,7","-5,6","0,7","-4,1",90.0,"2,9",0,0,0,1016.0,0.0,0,
4028,Pavia,13/1/1984,"-0,6","-4,2","3,5","-2,6",86.0,"2,4",0,0,0,1018.0,0.0,0,
4029,Pavia,14/1/1984,"-0,1","-3,3","3,4","-2,8",82.0,"1,6","1,7","7,6",0,1014.0,0.0,0,Nebbia 
4030,Pavia,15/1/1984,"4,2","1,1","10,2","-0,6",71.0,"4,2","5,9","16,5",0,1011.0,0.0,0,
4031,Pavia,16/1/1984,"4,1","-0,7","11,4","-1,6",66.0,"16,3","4,3",13,0,1022.0,0.0,0,
4032,Pavia,17/1/1984,"0,9",-3,"3,7","0,2",95.0,"4,3",0,0,0,1020.0,0.0,0,
4033,Pavia,18/1/1984,"2,7","-1,3","11,4","-1,8",72.0,6,"5,4","11,1",0,1019.0,0.0,0,
4034,Pavia,19/1/1984,"1,6","-0,9",3,"-0,5",86.0,"4,7","0,7","5,4",0,1018.0,0.0,"7,9",Pioggia Neve 
4035,Pavia,20/1/1984,"-0,2","-2,3","1,4",-1,94.0,1,"2,6",13,0,1013.0,0.0,2,Neve Nebbia 
4036,Pavia,21/1/1984,"0,7","-4,2","2,3","-0,6",91.0,1,0,0,0,1017.0,0.0,0,Pioggia Nebbia 
4037,Pavia,22/1/1984,"1,5","0,2","2,7","0,9",96.0,"1,3","3,1","11,1",0,1010.0,0.0,"0,8",Pioggia Nebbia 
4038,Pavia,23/1/1984,"0,9","-0,8","3,4","0,5",97.0,"0,3",3,"11,1",0,1002.0,0.0,0,Pioggia Nebbia 
4039,Pavia,24/1/1984,"3,3","0,2","9,7","-1,6",70.0,"13,8","16,9","31,3",0,993.0,0.0,"7,9",Neve Nebbia 
4040,Pavia,25/1/1984,"4,5","-1,5","10,9","-6,5",45.0,"38,8","15,7","33,5",0,1008.0,0.0,0,
4041,Pavia,26/1/1984,"0,8",-4,"4,3","-4,8",66.0,"14,6","1,3","5,4",0,1020.0,0.0,0,
4042,Pavia,27/1/1984,"2,5","0,8","10,4","-0,7",79.0,"4,3","1,5","11,1",0,1023.0,0.0,1,Pioggia Neve 
4043,Pavia,28/1/1984,"1,4","0,7","2,2","0,1",91.0,"1,8","3,1","7,6",0,1028.0,0.0,"4,6",Pioggia 
4044,Pavia,29/1/1984,"1,3","-1,5","4,8","0,1",92.0,"1,3","1,7","7,6",0,1026.0,0.0,0,Nebbia 
4045,Pavia,30/1/1984,"0,9","-1,8",5,"-0,2",92.0,"0,3",0,0,0,1025.0,0.0,0,Nebbia 
4046,Pavia,31/1/1984,"1,8",1,"2,6","1,4",97.0,"1,6","0,6","5,4",0,1015.0,0.0,2,Pioggia Nebbia 
4047,Pavia,01/2/1984,"1,4",-2,"4,2","0,7",95.0,1,"0,7","5,4",0,1010.0,0.0,"0,3",Pioggia Nebbia 
4048,Pavia,02/2/1984,"0,2","-2,8",3,"-0,2",97.0,"0,6","1,3","5,4",0,1011.0,0.0,0,Nebbia 
4049,Pavia,03/2/1984,"0,4","-1,5","4,2","-0,1",96.0,"0,5","2,2","7,6",0,1017.0,0.0,0,Nebbia 
4050,Pavia,04/2/1984,"4,2","-2,8","11,2","2,4",88.0,"2,6","1,3","5,4",0,1018.0,0.0,0,
4051,Pavia,05/2/1984,"2,2",-1,"6,8","1,8",97.0,"1,3","0,9","7,6",0,1023.0,0.0,0,Nebbia 
4052,Pavia,06/2/1984,"3,7","-1,6","10,3","1,8",87.0,"2,7","6,5","20,6",0,1017.0,0.0,0,Nebbia 
4053,Pavia,07/2/1984,"2,2",-1,7,"0,2",87.0,"3,4","1,9","18,3",0,1003.0,0.0,0,Nebbia 
4054,Pavia,08/2/1984,"4,2","-0,7",8,"0,7",78.0,"10,8","8,5","16,5",0,998.0,0.0,2,Pioggia 
4055,Pavia,09/2/1984,"7,3",2,11,"-4,5",43.0,"44,4","40,6","48,2",0,1007.0,0.0,0,
4056,Pavia,10/2/1984,"8,5","4,7","13,3","-10,6",25.0,"38,1","28,9","40,7",0,1020.0,0.0,0,
4057,Pavia,11/2/1984,"2,8",-3,"10,7","-5,2",56.0,"18,5","0,7","5,4",0,1023.0,0.0,0,
4058,Pavia,12/2/1984,"2,3","-2,4","7,5","-2,5",70.0,"14,3","3,7","16,5",0,1028.0,0.0,0,
4059,Pavia,13/2/1984,"0,7","-3,2",5,"-3,8",72.0,"10,5",3,"24,1",0,1029.0,0.0,0,
4060,Pavia,14/2/1984,"1,8","-1,8",6,"-2,2",75.0,"10,5","1,7","7,6",0,1030.0,0.0,0,
4061,Pavia,15/2/1984,"-0,2","-1,6","1,3","-3,2",80.0,"5,5","2,6","7,6",0,1030.0,0.0,"0,5",Pioggia Neve 
4062,Pavia,16/2/1984,"-1,6","-6,2","3,4","-4,6",80.0,"2,7",0,0,0,1029.0,0.0,0,Nebbia 
4063,Pavia,17/2/1984,"-0,9","-4,5","3,8","-4,8",75.0,"3,5","0,7","5,4",0,1028.0,0.0,0,
4064,Pavia,18/2/1984,"-0,3","-5,2","5,7","-4,3",74.0,"2,7","0,9","7,6",0,1026.0,0.0,0,
4065,Pavia,19/2/1984,"0,8","-2,5","6,1","-3,1",75.0,"3,1","0,7","5,4",0,1023.0,0.0,0,
4066,Pavia,20/2/1984,"-0,2","-3,7","5,2","-3,3",80.0,"2,9","1,7","7,6",0,1023.0,0.0,0,
4067,Pavia,21/2/1984,"0,9","-4,3",6,"-2,2",80.0,"2,3",0,0,0,1025.0,0.0,0,Pioggia Nebbia 
4068,Pavia,22/2/1984,"1,6","0,4","3,7","0,6",93.0,"0,8",0,0,0,1023.0,0.0,"5,3",Neve Nebbia 
4069,Pavia,23/2/1984,"2,6",1,"6,2","0,9",89.0,"1,6","3,9","14,8",0,1017.0,0.0,0,Nebbia 
4070,Pavia,24/2/1984,"2,4","-1,5","5,7","1,4",93.0,"1,6",2,"9,4",0,1016.0,0.0,0,Pioggia Nebbia 
4071,Pavia,25/2/1984,"4,7","3,4","6,3",4,95.0,"2,7","3,1",13,0,1014.0,0.0,18,Pioggia 
4072,Pavia,26/2/1984,"4,7","2,7","6,3","4,1",96.0,"3,4","3,1","11,1",0,1010.0,0.0,"23,1",Pioggia 
4073,Pavia,27/2/1984,"3,8","1,4","6,8","2,7",93.0,"3,4","3,1","7,6",0,1013.0,0.0,"11,2",Pioggia 
4074,Pavia,28/2/1984,"4,6","2,5",7,"2,9",89.0,"2,6","1,5","5,4",0,1015.0,0.0,"0,3",Pioggia Nebbia 
4075,Pavia,29/2/1984,"5,9","4,8",8,"3,3",83.0,"5,6",5,13,0,1013.0,0.0,2,Pioggia 
4076,Pavia,01/3/1984,"5,6","4,7",7,"4,3",91.0,"5,3","5,2","9,4",0,1008.0,0.0,"5,1",Pioggia 
4077,Pavia,02/3/1984,"4,7","1,2","8,4","3,8",94.0,"2,3","0,7","5,4",0,1004.0,0.0,0,Nebbia 
4078,Pavia,03/3/1984,"6,9","3,4","10,6","-5,8",40.0,"30,4","24,8","44,3",0,998.0,0.0,1,Pioggia Nebbia 
4079,Pavia,04/3/1984,"4,6","-0,8","11,4",0,0.0,22,"2,6","11,1",0,1008.0,0.0,0,
4080,Pavia,05/3/1984,"5,3","-1,5","12,5","0,2",70.0,"12,4","1,1","9,4",0,1020.0,0.0,0,
4081,Pavia,06/3/1984,"6,9","-0,5","14,2","0,9",66.0,"6,8","2,6","7,6",0,1024.0,0.0,0,
4082,Pavia,07/3/1984,"7,6","-0,3","14,8","2,3",69.0,"2,7","0,7","5,4",0,1022.0,0.0,0,
4083,Pavia,08/3/1984,"6,3","3,7","10,9","1,7",72.0,"7,4","13,1","31,3",0,1020.0,0.0,0,Pioggia 
4084,Pavia,09/3/1984,"4,7","1,4","8,3","-5,1",49.0,"13,4","3,5",13,0,1024.0,0.0,"0,3",
4085,Pavia,10/3/1984,"3,7",-1,"9,7","-4,7",54.0,"12,6","0,9","7,6",0,1022.0,0.0,0,
4086,Pavia,11/3/1984,"4,4","-2,3","11,4","-2,6",60.0,"8,2","1,3","5,4",0,1020.0,0.0,0,
4087,Pavia,12/3/1984,"4,7","-1,3","10,9","-1,3",65.0,"6,8",3,"7,6",0,1020.0,0.0,0,
4088,Pavia,13/3/1984,"4,9","-0,5",10,"-0,6",67.0,6,"1,9","7,6",0,1022.0,0.0,0,
4089,Pavia,14/3/1984,"5,4","-0,8","11,7","-0,2",67.0,"4,5","1,7","7,6",0,1021.0,0.0,0,
4090,Pavia,15/3/1984,"6,9","3,2",12,"0,8",65.0,"5,1","0,9","7,6",0,1014.0,0.0,0,
4091,Pavia,16/3/1984,"7,2","3,7","12,7","1,3",66.0,"4,3",0,0,0,1011.0,0.0,0,
4092,Pavia,17/3/1984,"8,1","3,8","12,4","3,4",72.0,"5,1","2,6","7,6",0,1012.0,0.0,0,
4093,Pavia,18/3/1984,"8,9","6,2","13,5","4,6",74.0,"3,7","1,3","5,4",0,1013.0,0.0,0,
4094,Pavia,19/3/1984,8,"5,8","11,8","4,8",80.0,"3,4",5,"14,8",0,1014.0,0.0,0,
4095,Pavia,20/3/1984,"6,6","3,5","10,3","-0,6",60.0,"7,7","8,3","16,5",0,1016.0,0.0,0,
4096,Pavia,21/3/1984,"6,6","2,6","12,3","-2,2",53.0,"6,9",0,0,0,1013.0,0.0,0,
4097,Pavia,22/3/1984,"7,7","0,7","15,1","0,7",61.0,"4,3","0,7","5,4",0,1009.0,0.0,0,
4098,Pavia,23/3/1984,"9,4","5,5","14,5","2,2",61.0,"5,3","1,3","5,4",0,1010.0,0.0,0,
4099,Pavia,24/3/1984,"8,8","2,8","13,6","3,3",68.0,"4,2","1,3","5,4",0,1012.0,0.0,0,Pioggia 
4100,Pavia,25/3/1984,"8,2","7,5",9,"6,6",90.0,"3,2",10,"24,1",0,1005.0,0.0,"19,1",Pioggia 
4101,Pavia,26/3/1984,"6,5","3,2","10,5","4,8",89.0,"3,4","1,7","9,4",0,1005.0,0.0,"0,5",Pioggia Nebbia 
4102,Pavia,27/3/1984,"7,9","1,5","14,3","5,5",85.0,"2,1","1,7","7,6",0,1012.0,0.0,0,Nebbia 
4103,Pavia,28/3/1984,"8,9","7,4","10,3","6,7",86.0,"4,3","6,9",13,0,1015.0,0.0,1,Pioggia 
4104,Pavia,29/3/1984,"7,9","6,4","9,4","5,9",87.0,"3,9",23,37,0,1007.0,0.0,"38,1",Pioggia 
4105,Pavia,30/3/1984,"9,1","4,5","16,8","0,8",56.0,"30,7","8,7","16,5",0,1007.0,0.0,"5,1",Pioggia 
4106,Pavia,31/3/1984,"9,1","1,8","16,1","-0,1",52.0,"26,2","0,7","5,4",0,1012.0,0.0,0,
4107,Pavia,01/4/1984,"8,1",7,10,6,87.0,6,"3,5","7,6",0,1011.0,0.0,"6,1",Pioggia 
4108,Pavia,02/4/1984,"6,3","5,7","7,4",5,91.0,"6,1","3,9","9,4",0,1000.0,0.0,"27,9",Pioggia 
4109,Pavia,03/4/1984,"7,4","3,6","11,8","3,8",78.0,"12,7","6,7",13,0,1001.0,0.0,17,Pioggia 
4110,Pavia,04/4/1984,"8,2","2,4","13,6","3,4",72.0,9,"4,4",13,0,1007.0,0.0,0,Pioggia 
4111,Pavia,05/4/1984,7,6,"8,3","5,6",91.0,"4,2",10,"18,3",0,1011.0,0.0,"7,1",Pioggia 
4112,Pavia,06/4/1984,"8,8","6,7","13,2","5,9",82.0,"6,9","3,9","7,6",0,1014.0,0.0,"23,9",Pioggia 
4113,Pavia,07/4/1984,10,"2,5","18,3","5,2",72.0,"8,2","3,5",13,0,1014.0,0.0,0,Nebbia 
4114,Pavia,08/4/1984,"12,5",9,"18,3","7,4",71.0,"7,2","2,6",13,0,1014.0,0.0,"1,3",Pioggia 
4115,Pavia,09/4/1984,"11,9","8,8","15,8","7,8",76.0,"10,6","3,7","9,4",0,1014.0,0.0,"4,1",Pioggia 
4116,Pavia,10/4/1984,"10,7","5,3","17,2",7,78.0,"6,4","3,1","7,6",0,1012.0,0.0,0,Pioggia Temporale 
4117,Pavia,11/4/1984,"9,3",7,"11,8","6,9",85.0,"10,6","7,4",13,0,1010.0,0.0,"7,1",Pioggia 
4118,Pavia,12/4/1984,"10,3","4,3",18,"5,4",72.0,"7,2",0,0,0,1013.0,0.0,0,Nebbia 
4119,Pavia,13/4/1984,"12,7",6,"18,5","5,2",60.0,"10,1","2,6","11,1",0,1017.0,0.0,0,
4120,Pavia,14/4/1984,"11,8",6,"19,9","6,4",69.0,"7,6","1,9","5,4",0,1021.0,0.0,0,
4121,Pavia,15/4/1984,"14,6","6,7","20,2","7,4",62.0,"9,2","2,2","9,4",0,1018.0,0.0,0,
4122,Pavia,16/4/1984,"12,9","10,4","15,7","8,3",74.0,"7,6","2,2","7,6",0,1014.0,0.0,0,
4123,Pavia,17/4/1984,"9,7","7,2","13,3","6,9",83.0,"17,7","15,7",37,0,1015.0,0.0,"9,9",Pioggia 
4124,Pavia,18/4/1984,"12,3","6,4","18,2","5,5",63.0,"10,1","3,9","11,1",0,1021.0,0.0,0,
4125,Pavia,19/4/1984,12,"7,2","17,2","5,2",63.0,"12,6",5,13,0,1023.0,0.0,0,
4126,Pavia,20/4/1984,"11,9","4,7","18,4","3,9",58.0,"10,9","2,2","7,6",0,1025.0,0.0,0,
4127,Pavia,21/4/1984,"13,6",8,"20,8","7,3",66.0,"6,4","1,7","7,6",0,1021.0,0.0,0,
4128,Pavia,22/4/1984,"15,4","7,9","22,2","9,1",66.0,"4,5","1,3","5,4",0,1019.0,0.0,0,
4129,Pavia,23/4/1984,"16,6","9,4","23,4","9,5",63.0,"7,1","2,8","9,4",0,1019.0,0.0,0,
4130,Pavia,24/4/1984,"16,1","9,3","23,8","10,8",71.0,"5,1","5,4","31,3",0,1017.0,0.0,0,
4131,Pavia,25/4/1984,"14,1","10,7","18,3",7,62.0,"9,8","9,3","24,1",0,1023.0,0.0,0,
4132,Pavia,26/4/1984,"15,6","7,5","23,7","6,7",55.0,"11,9","7,8","16,5",0,1018.0,0.0,0,
4133,Pavia,27/4/1984,"16,8","10,9","25,7","7,7",55.0,"12,2","14,6","24,1",0,1011.0,0.0,0,
4134,Pavia,28/4/1984,"12,1",8,"18,2",6,66.0,"16,9","11,7","27,8",0,1013.0,0.0,0,
4135,Pavia,29/4/1984,"8,6","7,2","12,2","4,7",76.0,"13,2","21,5","29,4",0,1017.0,0.0,0,
4136,Pavia,30/4/1984,"6,8","5,7","9,2","5,3",90.0,"7,9",5,"7,6",0,1012.0,0.0,"7,1",Pioggia 
4137,Pavia,01/5/1984,"7,5","1,3","12,6","4,2",80.0,"5,8","0,7","5,4",0,1010.0,0.0,0,Nebbia 
4138,Pavia,02/5/1984,"11,3","8,6","14,2","7,8",79.0,5,0,0,0,1014.0,0.0,"0,5",Pioggia 
4139,Pavia,03/5/1984,"11,4","10,8","12,1","10,6",95.0,"1,4","1,1","7,6",0,1015.0,0.0,"23,1",Pioggia 
4140,Pavia,04/5/1984,"12,4","11,2","13,4","11,6",95.0,"2,9","4,6","9,4",0,1012.0,0.0,50,Pioggia 
4141,Pavia,05/5/1984,"14,9","11,5","18,8","12,3",84.0,"10,3","5,9",13,0,1011.0,0.0,2,Pioggia 
4142,Pavia,06/5/1984,"15,9","10,5","21,4",12,78.0,9,"3,9","9,4",0,1013.0,0.0,0,
4143,Pavia,07/5/1984,"16,8","12,3",22,"11,6",71.0,"11,7","4,6","9,4",0,1011.0,0.0,0,
4144,Pavia,08/5/1984,"14,9","11,4",22,"11,2",79.0,"11,4",2,"9,4",0,1008.0,0.0,0,
4145,Pavia,09/5/1984,"13,1","10,8","16,2","6,9",66.0,"17,7","12,2","16,5",0,1010.0,0.0,0,
4146,Pavia,10/5/1984,"11,4","8,4","15,6","7,3",76.0,"11,4","6,3",13,0,1008.0,0.0,0,Pioggia 
4147,Pavia,11/5/1984,"13,1","8,4",18,"7,5",69.0,"10,5","4,4","11,1",0,1008.0,0.0,0,
4148,Pavia,12/5/1984,"12,2","10,1","15,6","9,8",85.0,"6,9","5,6","9,4",0,1012.0,0.0,"0,5",Pioggia 
4149,Pavia,13/5/1984,"12,6","10,8","15,6","10,3",86.0,"7,2","6,1",13,0,1012.0,0.0,"6,6",Pioggia 
4150,Pavia,14/5/1984,"13,3","10,7","17,2","9,1",76.0,9,"5,4","11,1",0,1010.0,0.0,"0,5",Pioggia 
4151,Pavia,15/5/1984,"10,9","7,8",13,"7,7",81.0,"4,8",2,"5,4",0,1007.0,0.0,"7,9",Pioggia 
4152,Pavia,16/5/1984,"11,7",10,"16,4","9,7",88.0,"6,1","3,7","7,6",0,1004.0,0.0,13,Pioggia Temporale 
4153,Pavia,17/5/1984,"12,3","10,3","15,6","10,2",87.0,"7,4","3,5","9,4",0,1010.0,0.0,"6,1",Pioggia 
4154,Pavia,18/5/1984,"12,8",11,"16,8","10,5",86.0,"6,8","5,9","11,1",0,1016.0,0.0,"7,9",Pioggia 
4155,Pavia,19/5/1984,13,"10,7","16,9",11,88.0,9,5,"11,1",0,1010.0,0.0,30,Pioggia Temporale 
4156,Pavia,20/5/1984,"11,3",10,"13,5","9,7",90.0,"10,1","8,9","16,5",0,1003.0,0.0,"8,9",Pioggia 
4157,Pavia,21/5/1984,"13,5","9,8","18,4","10,3",81.0,"12,4","11,3","14,8",0,996.0,0.0,"27,9",Pioggia 
4158,Pavia,22/5/1984,"13,4","11,1","19,4","9,4",77.0,"10,8","5,6","11,1",0,1008.0,0.0,"4,1",Pioggia Temporale 
4159,Pavia,23/5/1984,"12,7","9,5",17,"7,3",70.0,"10,3","10,2","14,8",0,1006.0,0.0,"22,1",Pioggia 
4160,Pavia,24/5/1984,"15,1","8,7","19,6","9,2",68.0,15,"16,3","24,1",0,1005.0,0.0,0,
4161,Pavia,25/5/1984,"13,8","10,3","20,1","10,3",79.0,"11,4","5,6","11,1",0,1004.0,0.0,"3,1",Pioggia Temporale 
4162,Pavia,26/5/1984,"14,8","9,9","18,9","11,7",82.0,8,"1,3","5,4",0,1008.0,0.0,"3,1",Pioggia 
4163,Pavia,27/5/1984,"12,4",10,14,11,91.0,"15,3","10,6","18,3",0,1008.0,0.0,108,Pioggia 
4164,Pavia,28/5/1984,"12,2","5,6","19,1","8,9",80.0,"10,5","2,6","7,6",0,1006.0,0.0,0,Temporale 
4165,Pavia,29/5/1984,"10,4","9,5","12,1","8,6",89.0,"10,3","4,6",13,0,1008.0,0.0,"7,1",Pioggia Temporale 
4166,Pavia,30/5/1984,"12,8","5,1","19,5",8,73.0,"6,1","2,8","11,1",0,1012.0,0.0,1,Nebbia 
4167,Pavia,31/5/1984,"14,6","9,2","20,6","10,6",77.0,9,5,"14,8",0,1013.0,0.0,"0,5",Pioggia 
4168,Pavia,01/6/1984,"17,3","9,8","23,7","11,2",67.0,"8,2","4,4","11,1",0,1012.0,0.0,1,
4169,Pavia,02/6/1984,"18,5","13,8","23,2","13,6",73.0,"11,7","6,7","14,8",0,1016.0,0.0,0,
4170,Pavia,03/6/1984,"15,5","13,2","18,2","13,9",90.0,"5,1","4,3",13,0,1012.0,0.0,"4,1",Pioggia 
4171,Pavia,04/6/1984,"14,2",11,"18,9","10,7",79.0,"10,1","9,6","24,1",0,1007.0,0.0,"7,1",Pioggia 
4172,Pavia,05/6/1984,"11,2","10,2","12,5","9,7",90.0,"9,2",3,"7,6",0,1009.0,0.0,30,Pioggia 
4173,Pavia,06/6/1984,14,"9,8",18,"10,2",78.0,"10,3","2,6","9,4",0,1013.0,0.0,0,Temporale 
4174,Pavia,07/6/1984,"14,1","10,6","19,8","10,2",77.0,"11,4","8,3","22,2",0,1010.0,0.0,"7,9",Temporale 
4175,Pavia,08/6/1984,"16,9","10,3","22,3","10,6",66.0,"16,1","10,7","16,5",0,1009.0,0.0,0,
4176,Pavia,09/6/1984,"18,3",11,"25,2","12,1",67.0,"18,2","13,7","14,8",0,1012.0,0.0,0,
4177,Pavia,10/6/1984,19,"13,4","25,1","13,6",71.0,"18,8","6,7","16,5",0,1019.0,0.0,0,
4178,Pavia,11/6/1984,"20,2","15,1",27,"13,4",65.0,"13,4","6,3","16,5",0,1020.0,0.0,0,
4179,Pavia,12/6/1984,"19,4","12,6","26,2","14,1",71.0,"7,9","3,5","7,6",0,1022.0,0.0,0,
4180,Pavia,13/6/1984,"20,4","14,9","25,8","13,8",66.0,"8,5","6,5",13,0,1025.0,0.0,0,
4181,Pavia,14/6/1984,"21,5","14,7","27,8","15,4",68.0,"6,1",5,13,0,1022.0,0.0,0,
4182,Pavia,15/6/1984,22,"16,3","28,2","16,9",73.0,"7,6","8,7",13,0,1015.0,0.0,0,
4183,Pavia,16/6/1984,"21,6","17,3","26,1",16,70.0,"6,9",7,"11,1",0,1015.0,0.0,0,
4184,Pavia,17/6/1984,"20,8",17,"25,3","15,1",70.0,"9,5","6,7","9,4",0,1018.0,0.0,0,
4185,Pavia,18/6/1984,"21,3","15,8","26,8",14,63.0,"14,8","4,8","9,4",0,1022.0,0.0,0,
4186,Pavia,19/6/1984,"22,9","16,9","28,8","16,3",66.0,9,2,"9,4",0,1024.0,0.0,0,
4187,Pavia,20/6/1984,"23,7","17,1","29,7","17,9",70.0,"6,9","3,5","7,6",0,1022.0,0.0,0,
4188,Pavia,21/6/1984,"24,3",18,"29,7","16,7",63.0,9,"6,3",13,0,1014.0,0.0,0,
4189,Pavia,22/6/1984,"23,8","18,3","30,7","17,7",69.0,"10,5","6,7","14,8",0,1010.0,0.0,0,
4190,Pavia,23/6/1984,"22,9","18,5","30,2","17,9",73.0,"8,4","6,7","16,5",0,1010.0,0.0,0,
4191,Pavia,24/6/1984,"21,2","17,3","30,3","16,8",76.0,10,"10,7","27,8",0,1009.0,0.0,0,
4192,Pavia,25/6/1984,"19,5","13,3","25,3","13,7",69.0,"12,1","2,4","9,4",0,1016.0,0.0,0,
4193,Pavia,26/6/1984,"23,8",14,"31,5",14,54.0,"19,6","10,2","24,1",0,1015.0,0.0,0,
4194,Pavia,27/6/1984,"23,3","17,5","28,8","16,7",66.0,"8,5","6,1","9,4",0,1019.0,0.0,0,
4195,Pavia,28/6/1984,"21,9","19,2","25,5","17,3",75.0,"9,8","4,8","11,1",0,1013.0,0.0,"0,5",Pioggia 
4196,Pavia,29/6/1984,"22,6",18,"28,1","17,3",72.0,10,"11,1","18,3",0,1010.0,0.0,0,
4197,Pavia,30/6/1984,"21,8","16,8","27,7","16,2",71.0,"12,7","8,5",13,0,1013.0,0.0,0,
4198,Pavia,01/7/1984,"23,2","17,8","28,2","17,8",72.0,8,"4,6","7,6",0,1017.0,0.0,0,
4199,Pavia,02/7/1984,"24,1","18,1","29,8","17,9",68.0,"10,9","6,7","14,8",0,1014.0,0.0,0,
4200,Pavia,03/7/1984,"22,6","16,1","29,1","9,1",42.0,"41,8","18,1","35,2",0,1013.0,0.0,0,
4201,Pavia,04/7/1984,"20,8","15,4","26,2",10,50.0,"28,6","3,7","11,1",0,1018.0,0.0,0,
4202,Pavia,05/7/1984,"20,6",15,"25,4","12,2",59.0,"19,3","4,1","11,1",0,1018.0,0.0,0,
4203,Pavia,06/7/1984,"21,2","14,5","27,6","13,9",63.0,"12,9","3,7","9,4",0,1019.0,0.0,0,
4204,Pavia,07/7/1984,"22,6","15,6","29,2","15,7",65.0,13,"2,8","7,6",0,1018.0,0.0,0,
4205,Pavia,08/7/1984,"22,2","18,8","26,2",17,72.0,"11,7","8,3","16,5",0,1021.0,0.0,0,
4206,Pavia,09/7/1984,"23,4","16,4","29,5","16,3",64.0,"10,1","3,1","11,1",0,1020.0,0.0,0,
4207,Pavia,10/7/1984,"25,1","18,8","33,3","17,1",61.0,"10,9","4,6","9,4",0,1019.0,0.0,0,
4208,Pavia,11/7/1984,"26,1","19,1","32,1","16,3",55.0,"14,3","3,9","9,4",0,1020.0,0.0,0,
4209,Pavia,12/7/1984,"26,5","18,3","33,2","17,5",58.0,8,2,"11,1",0,1020.0,0.0,0,
4210,Pavia,13/7/1984,"26,5","19,8","32,3","17,3",57.0,13,"4,8","11,1",0,1017.0,0.0,0,
4211,Pavia,14/7/1984,"26,1","20,1","32,4","19,6",67.0,"9,3",3,"7,6",0,1012.0,0.0,0,
4212,Pavia,15/7/1984,"25,2","20,8","30,5","19,7",72.0,"9,5","9,4","14,8",0,1007.0,0.0,0,
4213,Pavia,16/7/1984,"23,4",17,"30,4","12,3",50.0,"40,9","10,6","16,5",0,1007.0,0.0,0,Temporale 
4214,Pavia,17/7/1984,"22,7","16,6","27,5","11,5",49.0,"29,8","9,3","14,8",0,1013.0,0.0,"4,1",Temporale 
4215,Pavia,18/7/1984,"22,6","16,4","28,4","11,8",50.0,"23,2","6,5","14,8",0,1016.0,0.0,0,
4216,Pavia,19/7/1984,"22,6","16,7","28,5","14,6",61.0,"17,4","6,3","14,8",0,1016.0,0.0,0,
4217,Pavia,20/7/1984,"22,7","16,6","28,4","16,8",69.0,13,"4,4","9,4",0,1016.0,0.0,0,
4218,Pavia,21/7/1984,"24,3","17,5","30,3","18,3",69.0,"7,4","1,9","7,6",0,1016.0,0.0,0,
4219,Pavia,22/7/1984,"25,3","20,1",31,"19,6",71.0,"6,3",2,"9,4",0,1016.0,0.0,0,
4220,Pavia,23/7/1984,"26,5","19,7",32,"19,9",67.0,"9,5","6,5","11,1",0,1017.0,0.0,0,
4221,Pavia,24/7/1984,"25,6","19,6","31,3","19,1",67.0,"8,2","9,1","16,5",0,1016.0,0.0,"4,1",Pioggia Temporale 
4222,Pavia,25/7/1984,"25,3","21,5","29,5","21,2",78.0,"5,1","5,4",13,0,1014.0,0.0,0,
4223,Pavia,26/7/1984,"22,5","16,1","28,4","16,1",67.0,"12,9","9,6","24,1",0,1012.0,0.0,15,Pioggia Temporale 
4224,Pavia,27/7/1984,"22,9","16,4",29,"12,9",53.0,"17,2","11,5","35,2",0,1018.0,0.0,0,Pioggia 
4225,Pavia,28/7/1984,"23,1","15,8",30,"12,9",53.0,"26,2","8,5","16,5",0,1019.0,0.0,0,
4226,Pavia,29/7/1984,"23,4","17,2","29,4","17,3",69.0,"12,6","4,3","11,1",0,1019.0,0.0,0,
4227,Pavia,30/7/1984,"24,2","18,9","29,6","19,2",74.0,"10,1","4,1","9,4",0,1019.0,0.0,0,
4228,Pavia,31/7/1984,"25,6","19,2","31,4","16,9",59.0,"11,4","3,1","14,8",0,1019.0,0.0,0,
4229,Pavia,01/8/1984,"25,4","19,8","30,5","17,3",61.0,"17,1",5,"14,8",0,1018.0,0.0,0,
4230,Pavia,02/8/1984,"24,6",18,"31,5","17,9",66.0,"12,7","3,7",13,0,1017.0,0.0,0,
4231,Pavia,03/8/1984,"24,9","19,2","30,8","19,6",72.0,"10,9","4,8",13,0,1018.0,0.0,0,
4232,Pavia,04/8/1984,"25,7","20,1","31,5","20,3",72.0,"8,9","2,6","9,4",0,1017.0,0.0,0,
4233,Pavia,05/8/1984,"25,3","19,9",33,20,73.0,"9,5",7,"20,6",0,1016.0,0.0,0,Temporale 
